0.969998,145,0
0.953031,145,4
0.952824,145,5
0.952411,145,6
0.951997,145,7
0.951997,145,8
0.95179,145,9
0.951583,145,10
0.951583,145,11
0.951169,145,12
0.950755,145,13
0.950755,145,14
0.950548,145,15
0.950548,145,16
0.950548,145,17
0.950548,145,18
0.950134,145,19
0.949928,145,20
0.949721,145,21
0.949721,145,22
0.949721,145,23
0.949721,145,24
0.949721,145,25
0.949514,145,26
0.949514,145,27
0.949514,145,28
0.949514,145,29
0.949514,145,30
0.949514,145,31
0.949514,145,32
0.949514,145,33
0.949514,145,34
0.949514,145,35
0.949514,145,36
0.949514,145,37
0.949514,145,38
0.949514,145,39
0.949514,145,40
0.949514,145,41
0.949514,145,42
0.949514,145,43
0.948893,145,44
0.948686,145,45
0.948479,145,46
0.948065,145,47
0.947652,145,48
0.947238,145,49
0.946617,145,50
0.945996,145,51
0.945582,145,52
0.944962,145,53
0.944134,145,54
0.942686,145,55
0.942065,145,56
0.941444,145,57
0.939582,145,58
0.938341,145,59
0.937099,145,60
0.935237,145,61
0.932961,145,62
0.928202,145,63
0.925512,145,64
0.919305,145,65
0.913511,145,66
0.905649,145,67
0.898614,145,68
0.88951,145,69
0.877509,145,70
0.862611,145,71
0.840886,145,72
0.810263,145,73
0.764329,145,74
0.709704,145,75
0.648252,145,76
0.586385,145,77
0.539003,145,78
0.495345,145,79
0.469067,145,80
0.453549,145,81
0.446307,145,82
0.44072,145,83
0.438858,145,84
0.437616,145,85
0.437203,145,86
0.437203,145,87
0.437203,145,88
0.436996,145,89
0.436996,145,90
0.436996,145,91
0.436996,145,92
0.436996,145,93
0.436996,145,94
0.436996,145,95
0.436996,145,96
0.436996,145,97
0.436996,145,98
0.436996,145,99
0.436996,145,100
0.436996,145,101
0.436996,145,102
0.436996,145,103
0.436996,145,104
0.436996,145,105
0.436996,145,106
0.436996,145,107
0.436996,145,108
0.436996,145,109
0.436996,145,110
0.436996,145,111
0.436996,145,112
0.436996,145,113
0.436996,145,114
0.436996,145,115
0.436996,145,116
0.436996,145,117
0.436996,145,118
0.436996,145,119
0.436996,145,120
0.436996,145,121
0.436996,145,122
0.436996,145,123
0.436996,145,124
0.436996,145,125
0.436996,145,126
0.436996,145,127
0.436996,145,128
0.436996,145,129
0.436996,145,130
0.436996,145,131
0.436996,145,132
0.436996,145,133
0.436996,145,134
0.436996,145,135
0.436996,145,136
0.436996,145,137
0.436996,145,138
0.436996,145,139
0.436996,145,140
0.436996,145,141
0.436996,145,142
0.436996,145,143
0.436996,145,144
0.436996,145,145
0.436996,145,146
0.436996,145,147
0.436996,145,148
0.436996,145,149
0.436996,145,150
0.436996,145,151
0.436996,145,152
0.436996,145,153
0.436996,145,154
0.436996,145,155
0.436996,145,156
0.436996,145,157
0.436996,145,158
0.436996,145,159
0.436996,145,160
0.436996,145,161
0.436996,145,162
0.436996,145,164
0.436996,145,165
0.436996,145,166
0.436996,145,167
0.436996,145,168
0.436996,145,171
0.436996,145,172
0.436996,145,173
0.436996,145,174
0.436996,145,176
0.436996,145,197
